005              "005"
techromnu         "Tech Romancer"
tecnodar          "Tecnodarts"
tecnodargr        "Tecnodarts"
teddybb           "TeddyBoy Blues"
teddybbo          "TeddyBoy Blues"
teddybbobl        "TeddyBoy Blues"
teedoff           "Tee'd Off"
teedoffp          "Tee'd Off"
teedoffp1         "Tee'd Off"
teedoffp3         "Tee'd Off"
teetert           "Teeter Torture"
tehkanwc          "Tehkan World Cup"
tehkanwcb         "Tehkan World Cup"
tehkanwcc         "Tehkan World Cup"
tehkanwcd         "Tehkan World Cup"
tehkanwch         "Tehkan World Cup"
tekipaki          "Teki Paki"
tekipakit         "Teki Paki"
tekken            "Tekken"
tekken2           "Tekken 2 Ver.B"
tekken2a          "Tekken 2"
tekken2b          "Tekken 2 Ver.B"
tekken2jb         "Tekken 2 Ver.B"
tekken2jc         "Tekken 2 Ver.B"
tekken2ub         "Tekken 2 Ver.B"
tekken3           "Tekken 3"
tekken3a          "Tekken 3"
tekken3b          "Tekken 3"
tekken3d          "Tekken 3"
tekken3ja         "Tekken 3"
tekken3je1        "Tekken 3"
tekken3ua         "Tekken 3"
tekken3ud         "Tekken 3"
tekken4           "Tekken 4"
tekken4a          "Tekken 4"
tekken4b          "Tekken 4"
tekken4c          "Tekken 4"
tekken51          "Tekken 5.1"
tekken51b         "Tekken 5.1"
tekken5d          "Tekken 5 Dark Resurrection"
tekkenac          "Tekken"
tekkenb           "Tekken"
tekkenbs          "Tekken Battle Scratch"
tekkencw          "Tekken Card World"
tekkenjb          "Tekken"
tektagt           "Tekken Tag Tournament"
tektagtc1         "Tekken Tag Tournament"
tektagtja         "Tekken Tag Tournament"
tektagtjb         "Tekken Tag Tournament"
tektagtjc1        "Tekken Tag Tournament"
tektagtub         "Tekken Tag Tournament"
tektagtuc1        "Tekken Tag Tournament"
teljan            "Tel Jan"
telmahjn          "Telephone Mahjong"
telpacfl          "TelePachi Fever Lion"
tempest           "Tempest"
tempest1          "Tempest"
tempest1r         "Tempest"
tempest2          "Tempest"
tempest3          "Tempest"
temptube          "Tempest Tubes"
tenballs          "Ten Balls"
tengai            "Tengai"
tengaij           "Sengoku Blade: Sengoku Ace Episode II / Tengai"
tenkai            "Mahjong Tenkaigen"
tenkai2b          "Mahjong Tenkaigen Part 2"
tenkaibb          "Mahjong Tenkaigen"
tenkaicb          "Mahjong Tenkaigen"
tenkaie           "Mahjong Tenkaigen"
tenkomor          "Tenkomori Shooting"
tenkomorja        "Tenkomori Shooting"
tenpindx          "Ten Pin Deluxe"
tenspot           "Ten Spot"
tenthdeg          "Tenth Degree"
tenup             "Ten Up"
terabrst          "Teraburst"
terabrsta         "Teraburst"
term2             "Terminator 2 - Judgment Day"
term2la1          "Terminator 2 - Judgment Day"
term2la2          "Terminator 2 - Judgment Day"
term2la3          "Terminator 2 - Judgment Day"
term2lg1          "Terminator 2 - Judgment Day"
term2pa2          "Terminator 2 - Judgment Day"
term3             "Terminator 3: Rise of the Machines"
term3_205         "Terminator 3: Rise of the Machines"
term3_301         "Terminator 3: Rise of the Machines"
term3f            "Terminator 3: Rise of the Machines"
term3f_205        "Terminator 3: Rise of the Machines"
term3f_301        "Terminator 3: Rise of the Machines"
term3g            "Terminator 3: Rise of the Machines"
term3g_301        "Terminator 3: Rise of the Machines"
term3i            "Terminator 3: Rise of the Machines"
term3i_205        "Terminator 3: Rise of the Machines"
term3i_301        "Terminator 3: Rise of the Machines"
term3l            "Terminator 3: Rise of the Machines"
term3l_205        "Terminator 3: Rise of the Machines"
term3l_301        "Terminator 3: Rise of the Machines"
terracre          "Terra Cresta"
terracrea         "Terra Cresta"
terracren         "Terra Cresta"
terracreo         "Terra Cresta"
terraf            "Terra Force"
terrafb           "Terra Force"
terrafj           "Terra Force"
terrafjb          "Terra Force"
terrafu           "Terra Force"
terrlake          "Terrific Lake"
tesorone          "Tesorone Dell'Isola"
tesorone230       "Tesorone Dell'Isola"
tesorone240       "Tesorone Dell'Isola"
tetfight          "Tetris Fighters"
tetgiano          "Tetris Giant / Tetris Dekaris"
tetgiant          "Tetris Giant / Tetris Dekaris"
tetkiwam          "Tetris Kiwamemichi"
tetrbx            "Tetris / Bloxeed"
tetris            "Tetris"
tetris1           "Tetris"
tetris1d          "Tetris"
tetris2           "Tetris"
tetris2d          "Tetris"
tetris3           "Tetris"
tetris3d          "Tetris"
tetrisbl          "Tetris"
tetrisd           "Tetris"
tetriskr          "Tetris"
tetrisp           "Tetris Plus"
tetrisp2          "Tetris Plus 2"
tetrisp2a         "Tetris Plus 2"
tetrisp2j         "Tetris Plus 2"
tetrisp2ja        "Tetris Plus 2"
tetrisse          "Tetris"
tetrist           "Tetris"
tetrista          "Tetris"
tetristh          "Tetris"
tetrsark          "Tetris"
tetrsark2         "Tetris"
texasrls          "Texas Reels"
tf95_12           "WPC 95 Test Fixture"
tfa_13            "WPC Test Fixture: Alphanumeric"
tfdmd_l3          "WPC Test Fixture: DMD"
tfight            "Title Fight"
tfrceac           "Thunder Force AC"
tfrceacb          "Thunder Force AC"
tfrceacj          "Thunder Force AC"
tfrceacjpb        "Thunder Force AC"
tfs_12            "WPC Test Fixture: Security"
tftc_104s         "Tales From the Crypt"
tftc_200          "Tales From the Crypt"
tftc_300          "Tales From the Crypt"
tftc_302          "Tales From the Crypt"
tftc_303          "Tales From the Crypt"
tfupdate          "Triforce DIMM Updater"
tgm2              "Tetris: The Absolute - The Grand Master 2"
tgm2p             "Tetris: The Absolute - The Grand Master 2 Plus"
tgmj              "Tetris: The Grand Master"
tgtbal96          "Target Ball '96"
tgtball           "Target Ball"
tgtballn          "Target Ball"
tgtpanic          "Target Panic"
thaiprnc          "Thai Princess"
thaiprncm         "Thai Princess"
tharrier          "Task Force Harrier"
tharrierb         "Task Force Harrier"
tharrieru         "Task Force Harrier"
thayers           "Thayer's Quest"
thayersa          "Thayer's Quest"
the26thz          "The 26th Z"
theboat           "The Boat"
thedealr          "The Dealer"
thedeep           "The Deep"
thedrink          "The Drink"
theend            "The End"
theends           "The End"
theendss          "The End"
thegames          "The Games"
theglad           "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun"
theglad100        "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun"
theglad101        "The Gladiator / Shen Jian Fu Mo Lu / Shen Jian Fengyun"
thegladpcb        "Tougenkyou - Road of the Sword"
thegladpcba       "Tougenkyou - Road of the Sword"
theglob           "The Glob"
theglob2          "The Glob"
theglob3          "The Glob"
theglobme         "The Glob"
theglobp          "The Glob"
thegrid           "The Grid"
thegrida          "The Grid"
thehand           "The Hand"
thehole           "The Hole"
thehustl          "The Hustler"
thehustlj         "The Hustler"
themj             "The Mah-jong"
themj2            "The Mah-jong"
thenanpa          "The Nanpa"
thepit            "The Pit"
thepitj           "The Pit"
thepitm           "The Pit"
thepitu1          "The Pit"
thepitu2          "The Pit"
theportr          "The Porter"
theraid           "The Raid"
theraida          "The Raid"
theroes           "Thunder Heroes"
thetogyu          "The Togyu"
thief             "Thief"
thndblst          "Thunder Blaster"
thndbolt          "Thunderbolt"
thndh             "Thunder Heart"
thndha            "Thunder Heart"
thndrbld          "Thunder Blade"
thndrbld1         "Thunder Blade"
thndrbldd         "Thunder Blade"
thndrhrt          "Thunder Heart"
thndrman          "Thunder Man"
thndrx2           "Thunder Cross II"
thndrx2a          "Thunder Cross II"
thndrx2j          "Thunder Cross II"
thndzone          "Thunder Zone"
thndzone4         "Thunder Zone"
thndzonea         "Thunder Zone"
thndzonej         "Thunder Zone"
thoop             "Thunder Hoop"
thoop2            "TH Strikes Back"
thoop2a           "TH Strikes Back"
thor              "Thor"
thrdwrld          "Third World"
threeds           "Three Ds - Three Dealers Casino House"
threedsa          "Three Ds - Three Dealers Casino House"
thrild2           "Thrill Drive 2"
thrild2a          "Thrill Drive 2"
thrild2ab         "Thrill Drive 2"
thrild2ac         "Thrill Drive 2"
thrild2c          "Thrill Drive 2"
thrild2j          "Thrill Drive 2"
thrilld           "Thrill Drive"
thrilldb          "Thrill Drive"
thrilldbe         "Thrill Drive"
thrilldbu         "Thrill Drive"
thund_p1          "Thunderball"
thund_p2          "Thunderball"
thund_p3          "Thunderball"
thunderh          "Operation Thunder Hurricane"
thunderhu         "Operation Thunder Hurricane"
thunderj          "ThunderJaws"
thunderja         "ThunderJaws"
thunderl          "Thunder & Lightning"
thunderlbl        "Thunder & Lightning"
thunderlbl2       "Thunder & Lightning"
thunderx          "Thunder Cross"
thunderxa         "Thunder Cross"
thunderxb         "Thunder Cross"
thunderxj         "Thunder Cross"
thundfox          "Thunder Fox"
thundfoxj         "Thunder Fox"
thundfoxu         "Thunder Fox"
thunt             "Puzzle & Action: Treasure Hunt"
thuntk            "Puzzle & Action: BoMulEul Chajara"
tickee            "Tickee Tickats"
tictac            "Tic Tac Trivia"
tictacv           "Tic Tac Trivia"
tierras100hz      "Tierras Salvajes"
tigerh            "Tiger-Heli"
tigerhb1          "Tiger-Heli"
tigerhb2          "Tiger-Heli"
tigerhb3          "Tiger-Heli"
tigerhb4          "Tiger-Heli"
tigerhj           "Tiger-Heli"
tigeroad          "Tiger Road"
tigeroadb         "Tiger Road"
tigeroadu         "Tiger Road"
tigerrag          "Tiger Rag"
tigerslt          "Tiger"
tighook           "Tiger Hook"
tighookc1         "Tiger Hook"
tighookc2         "Tiger Hook"
tighookd1         "Tiger Hook"
tighookd2         "Tiger Hook"
tighooko          "Tiger Hook"
tighooko2         "Tiger Hook"
tighookv1         "Tiger Hook"
tighookv2         "Tiger Hook"
tigress           "Tigress"
tikitalk          "Tiki Talk"
tiktorch          "Tiki Torch"
timber            "Timber"
timbwolf          "Timber Wolf"
time2000          "Time 2000"
timecris          "Time Crisis"
timecrisa         "Time Crisis"
timecrs2          "Time Crisis II"
timecrs2v1b       "Time Crisis II"
timecrs2v2b       "Time Crisis II"
timecrs2v4a       "Time Crisis II"
timecrs2v5a       "Time Crisis II"
timecrs3          "Time Crisis 3"
timecrs3e         "Time Crisis 3"
timecrs3u         "Time Crisis 3"
timecrs4          "Time Crisis 4"
timecrs4j         "Time Crisis 4"
timefgtr          "Time Fighter"
timekill          "Time Killers"
timekill100       "Time Killers"
timekill120       "Time Killers"
timekill121       "Time Killers"
timekill121a      "Time Killers"
timekill131       "Time Killers"
timekill132i      "Time Killers"
timelimt          "Time Limit"
timeline          "Time Line"
timeplt           "Time Pilot"
timeplta          "Time Pilot"
timepltc          "Time Pilot"
timescan          "Time Scanner"
timescan1         "Time Scanner"
timesold          "Time Soldiers"
timesold1         "Time Soldiers"
timetrv           "Time Traveler"
timetrv2          "Time Traveler"
timetunl          "Time Tunnel"
tinklpit          "Tinkle Pit"
tinstar           "The Tin Star"
tinstara          "The Tin Star"
tinv2650          "The Invaders"
tiptop            "Tip Top"
tisland           "Treasure Island"
tisub             "Treasure Island"
tisuba            "Treasure Island"
titan             "Titan"
titan1            "Titan"
titanic           "Titanic"
titanpac          "Titan"
titlef            "Title Fight"
titlefj           "Title Fight"
titlefu           "Title Fight"
tjsb              "Mahjong Tian Jiang Shen Bing"
tjumpman          "Tobikose! Jumpman"
tkdensho          "Toukidenshou - Angel Eyes"
tkdenshoa         "Toukidenshou - Angel Eyes"
tkmmpzdm          "Tokimeki Memorial Taisen Puzzle-dama"
tknight           "Tecmo Knight"
tkoboxng          "Vs. T.K.O. Boxing"
tm                "Touchmaster"
tm2k              "Touchmaster 2000 Plus"
tm2ka             "Touchmaster 2000"
tm2kb             "Touchmaster 2000"
tm2kspeval        "Touchmaster 2000"
tm3k              "Touchmaster 3000"
tm3ka             "Touchmaster 3000"
tm3keval          "Touchmaster 3000"
tm3ksp            "Touchmaster 3000"
tm4k              "Touchmaster 4000"
tm4ka             "Touchmaster 4000"
tm4kb             "Touchmaster 4000"
tm4kca            "Touchmaster 4000"
tm4kmn            "Touchmaster 4000"
tm4knj            "Touchmaster 4000"
tm4kuk            "Touchmaster 4000"
tm5k              "Touchmaster 5000"
tm5ka             "Touchmaster 5000"
tm5kca            "Touchmaster 5000"
tm5kmn            "Touchmaster 5000"
tm5kuk            "Touchmaster 5000"
tm7k              "Touchmaster 7000"
tm7ka             "Touchmaster 7000"
tm7kde            "Touchmaster 7000"
tm7keval          "Touchmaster 7000"
